,user_id,gender,age,occupation,zip,movie_id,rating,timestamp,title,genres,for_testing
703657,693,M,35,12,98103,3752,1,978243684,"Me, Myself and Irene (2000)",Comedy,False
994234,3824,M,25,17,32308,3691,1,966540717,Private School (1983),Comedy,False
594549,5097,M,56,16,19131,3004,1,962373928,"Bachelor, The (1999)",Comedy|Romance,False
783884,2837,M,18,0,49506,450,3,972573532,With Honors (1994),Comedy|Drama,False
928447,5762,F,35,6,55125,2092,2,958219853,"Return of Jafar, The (1993)",Animation|Children's|Musical,False
359737,1780,M,35,1,22181,1476,3,1001487340,Private Parts (1997),Comedy|Drama,False
404120,442,M,25,1,55105,1358,5,978453451,Sling Blade (1996),Drama|Thriller,False
192910,1903,M,35,0,90401,1291,4,974693897,Indiana Jones and the Last Crusade (1989),Action|Adventure,False
22468,3934,M,25,0,44512,2321,3,965706019,Pleasantville (1998),Comedy,False
503903,3475,M,25,14,33133,1125,2,1015302260,"Return of the Pink Panther, The (1974)",Comedy,False
308337,954,F,25,0,21030,1885,2,975135644,"Opposite of Sex, The (1998)",Comedy|Drama,False
961118,891,M,25,1,80202,549,4,975234382,Thirty-Two Short Films About Glenn Gould (1993),Documentary,False
929510,1658,F,35,6,94214,502,4,974715150,"Next Karate Kid, The (1994)",Action|Children's,False
696051,2029,F,25,12,10011,785,4,974683267,Kingpin (1996),Comedy,False
97575,3450,M,25,5,78251,110,5,967243707,Braveheart (1995),Action|Drama|War,False
604500,62,F,35,3,98105,1396,3,977902424,Sneakers (1992),Crime|Drama|Sci-Fi,False
740853,4453,M,35,0,95667,3044,3,965086305,Dead Again (1991),Mystery|Romance|Thriller,False
837506,1019,M,35,1,60640,3549,4,975522198,Guys and Dolls (1955),Musical,False
143677,3691,M,25,7,21030,1917,3,966312309,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,False
900559,1424,M,35,0,28209,382,3,974759416,Wolf (1994),Drama|Horror,False
14434,223,M,25,17,28262,2918,3,976903734,Ferris Bueller's Day Off (1986),Comedy,False
588355,1150,F,25,20,75226,3033,1,974877159,Spaceballs (1987),Comedy|Sci-Fi,False
647637,4658,M,25,4,99163,2533,1,963879052,Escape from the Planet of the Apes (1971),Action|Sci-Fi,False
430813,262,F,25,1,68503,3438,3,976661054,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,False
838837,3108,M,50,6,22039,3060,5,969495594,"Commitments, The (1991)",Comedy|Drama,False
317493,1179,M,50,1,91030,32,4,974856323,Twelve Monkeys (1995),Drama|Sci-Fi,False
49396,5397,M,18,0,60451,260,5,963601935,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
494810,1127,M,25,0,11788,2193,2,974910780,Willow (1988),Action|Adventure|Fantasy,False
979265,305,F,18,0,55414,3839,5,976497760,Phantasm IV: Oblivion (1998),Horror,False
174569,3562,F,25,6,32812,318,4,966789138,"Shawshank Redemption, The (1994)",Drama,False
983373,3401,M,35,7,76109,3945,1,980127411,Digimon: The Movie (2000),Adventure|Animation|Children's,False
931318,5289,M,45,2,94102,3783,4,965315281,Croupier (1998),Crime|Drama,False
887312,3391,M,18,4,48135,1190,4,967650656,Tie Me Up! Tie Me Down! (1990),Drama,False
307006,4932,M,25,7,63303,412,3,962651280,"Age of Innocence, The (1993)",Drama,False
840291,216,M,45,13,52761,945,4,976864614,Top Hat (1935),Comedy|Musical|Romance,False
222579,2231,M,50,11,85726,1201,4,974601801,"Good, The Bad and The Ugly, The (1966)",Action|Western,False
546000,2986,M,25,4,24060,1230,5,985420011,Annie Hall (1977),Comedy|Romance,False
967437,2967,M,25,0,94110,759,3,971150164,Maya Lin: A Strong Clear Vision (1994),Documentary,False
244125,2378,M,25,3,75150,1617,5,974386400,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
228256,3298,M,1,10,20876,2333,4,968047758,Gods and Monsters (1998),Drama,False
321761,1156,F,50,2,33334,357,4,974864929,Four Weddings and a Funeral (1994),Comedy|Romance,False
620151,2271,M,50,14,13210,2701,3,1007677795,Wild Wild West (1999),Action|Sci-Fi|Western,False
57221,1029,M,25,0,20015,608,3,993323411,Fargo (1996),Crime|Drama|Thriller,False
897819,549,M,25,6,53217,22,3,976069332,Copycat (1995),Crime|Drama|Thriller,False
562417,5023,M,35,20,91505,1288,5,962582448,This Is Spinal Tap (1984),Comedy|Drama|Musical,False
612700,3650,M,25,0,60611,1645,4,966458424,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller,False
324626,3729,M,18,4,20037,2406,4,967406039,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
24201,2321,M,25,7,30115,1270,5,974477673,Back to the Future (1985),Comedy|Sci-Fi,False
759598,2030,M,25,4,77345,2352,3,974930390,"Big Chill, The (1983)",Comedy|Drama,False
863374,636,M,18,20,92055,2460,5,975752317,"Texas Chainsaw Massacre 2, The (1986)",Horror,False
318407,4884,M,35,14,90266,32,3,962745332,Twelve Monkeys (1995),Drama|Sci-Fi,False
191052,3054,M,18,4,44056,2997,4,970615268,Being John Malkovich (1999),Comedy,False
159631,4448,M,25,14,06880,349,5,966372843,Clear and Present Danger (1994),Action|Adventure|Thriller,False
5923,45,F,45,16,94110,1197,3,977990135,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
586795,1836,M,25,0,10016,1263,5,974825510,"Deer Hunter, The (1978)",Drama|War,False
910985,3621,M,18,4,33023,3742,5,966574488,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",Drama|War,False
567035,1980,M,35,7,06460,2766,3,999664659,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,False
748333,3490,M,25,0,74136,951,5,967048590,His Girl Friday (1940),Comedy,False
960269,1884,M,45,20,93108,1289,4,975737012,Koyaanisqatsi (1983),Documentary|War,False
824983,2073,F,18,4,13148,2926,2,974663506,Hairspray (1988),Comedy|Drama,False
830411,4980,M,25,1,55403,1231,3,962603185,"Right Stuff, The (1983)",Drama,False
413115,471,M,35,7,08904,1223,5,976223101,"Grand Day Out, A (1992)",Animation|Comedy,False
362594,3125,M,25,7,10025,2712,1,969305866,Eyes Wide Shut (1999),Drama,False
327213,1926,F,1,0,95404,1688,4,974773878,Anastasia (1997),Animation|Children's|Musical,False
14332,5256,M,25,16,30269,2398,4,961272476,Miracle on 34th Street (1947),Drama,False
739824,3017,F,35,9,85255,11,3,970507815,"American President, The (1995)",Comedy|Drama|Romance,False
798330,4169,M,50,0,66048,2550,5,971579684,"Haunting, The (1963)",Horror|Thriller,False
984067,2063,M,25,4,43138,2809,2,974666524,Love Stinks (1999),Comedy,False
668549,5576,M,25,4,55369,26,5,959292205,Othello (1995),Drama,False
476024,1422,M,35,17,55934,1376,4,975691843,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
225350,3866,M,45,14,63130,1240,5,965854137,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
116338,4609,F,25,4,53951,3699,3,964166268,Starman (1984),Adventure|Drama|Romance|Sci-Fi,False
749944,5501,M,25,2,33334,1212,4,959796559,"Third Man, The (1949)",Mystery|Thriller,False
869893,5812,F,25,7,92120,2884,3,957938491,Dog Park (1998),Comedy|Romance,False
689805,4882,M,45,11,03301,1258,5,962755220,"Shining, The (1980)",Horror,False
36278,5862,F,25,9,76120,588,5,957672777,Aladdin (1992),Animation|Children's|Comedy|Musical,False
315527,4887,M,18,2,19072,1966,5,962740152,Metropolitan (1990),Comedy,False
252009,5557,M,35,14,33701,50,5,959449055,"Usual Suspects, The (1995)",Crime|Thriller,False
208870,839,M,25,0,98103,2871,5,975360988,Deliverance (1972),Adventure|Thriller,False
883839,3389,M,18,0,13603,533,3,967515823,"Shadow, The (1994)",Action,False
859048,4089,M,25,7,79416,3758,3,965537576,Communion (1989),Drama|Sci-Fi|Thriller,False
572254,735,M,25,14,04240,708,4,975647166,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,False
90735,110,M,25,2,90803,1544,3,977515065,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
324282,2042,M,1,10,79358,2406,2,974669966,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
869824,2073,F,18,4,13148,1571,4,974660049,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance,False
761300,4001,F,25,1,01860,1663,4,965570292,Stripes (1981),Comedy,False
565618,1181,M,35,7,20716,3129,4,980090036,Sweet and Lowdown (1999),Comedy|Drama,False
496448,5874,M,25,4,01002,1104,5,957566034,"Streetcar Named Desire, A (1951)",Drama,False
42352,2084,M,18,4,23186,1,4,974682415,Toy Story (1995),Animation|Children's|Comedy,False
517311,2985,M,18,4,97333,2872,4,1030053542,Excalibur (1981),Action|Drama|Fantasy|Romance,False
462293,415,F,35,0,55406,3039,4,976287629,Trading Places (1983),Comedy,False
404236,1069,M,25,20,98105,1358,2,974942995,Sling Blade (1996),Drama|Thriller,False
192454,181,M,18,17,33186,1291,4,977088155,Indiana Jones and the Last Crusade (1989),Action|Adventure,False
743025,2429,M,25,2,22903,1958,4,975258979,Terms of Endearment (1983),Comedy|Drama,False
718329,5947,F,45,16,97215,849,2,957209744,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,False
696702,123,M,35,9,67208,420,2,978048481,Beverly Hills Cop III (1994),Action|Comedy,False
446386,1632,M,25,16,94120,671,4,974716751,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,False
341826,3808,M,25,7,60010,1088,2,965970918,Dirty Dancing (1987),Musical|Romance,False
255052,4043,F,25,15,94002,377,4,965503444,Speed (1994),Action|Romance|Thriller,False
213152,5394,M,18,0,60618,2081,3,981003891,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
382444,5663,F,35,20,75093,3481,5,958768305,High Fidelity (2000),Comedy,False
219014,3804,M,25,6,06511,2366,5,965968529,King Kong (1933),Action|Adventure|Horror,False
978177,5428,F,25,6,28412,1397,5,960079397,Bastard Out of Carolina (1996),Drama,False
357136,5649,F,18,4,90025,1682,3,958866873,"Truman Show, The (1998)",Drama,False
858868,48,M,25,4,92107,66,1,977975030,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,False
666804,3422,M,25,5,43221,2248,5,967359766,Say Anything... (1989),Comedy|Drama|Romance,False
907063,3675,M,35,7,06680,2891,3,966369492,"Happy, Texas (1999)",Comedy,False
980584,1685,M,35,12,95833,2425,4,974721419,"General, The (1998)",Crime,False
277406,757,M,25,12,97401,3176,3,975453201,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
330285,4644,M,50,1,19481,3508,4,963978360,"Outlaw Josey Wales, The (1976)",Western,False
479142,2318,M,56,7,48114,2826,4,974476857,"13th Warrior, The (1999)",Action|Horror|Thriller,False
180835,3391,M,18,4,48135,3893,3,1046189745,Nurse Betty (2000),Comedy|Thriller,False
199987,2437,M,25,4,22923,1266,4,974351740,Unforgiven (1992),Western,False
39163,3298,M,1,10,20876,2762,4,968047939,"Sixth Sense, The (1999)",Thriller,False
287895,429,M,18,0,54901,1653,5,976258190,Gattaca (1997),Drama|Sci-Fi|Thriller,False
97837,4063,F,35,1,29070,110,5,996116133,Braveheart (1995),Action|Drama|War,False
755049,5980,M,56,1,42503,3361,3,956943408,Bull Durham (1988),Comedy,False
754401,2649,M,25,16,80126,3361,5,973631217,Bull Durham (1988),Comedy,False
682955,5580,M,45,7,01581,485,2,959290771,Last Action Hero (1993),Action|Comedy,False
775581,2106,F,18,20,495321,1457,3,976576312,Fools Rush In (1997),Comedy|Romance,False
924448,4016,M,50,0,33901,3112,3,965535408,'Night Mother (1986),Drama,False
195845,922,M,56,16,48009,1580,3,975201369,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
172564,1667,M,50,16,98516,2006,4,975017175,"Mask of Zorro, The (1998)",Action|Adventure|Romance,False
555127,186,M,18,5,91767,2706,4,977059779,American Pie (1999),Comedy,False
305705,1609,F,35,9,06830,2683,3,974742588,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
285199,4415,M,18,0,02215,2959,4,965143887,Fight Club (1999),Drama,False
927032,1842,M,18,4,53190,1858,4,996425388,Mr. Nice Guy (1997),Action|Comedy,False
201739,5131,F,25,1,77707,733,3,962130447,"Rock, The (1996)",Action|Adventure|Thriller,False
350731,4140,M,25,0,32112,1573,4,965348204,Face/Off (1997),Action|Sci-Fi|Thriller,False
636752,2153,M,18,16,97405,293,3,974625482,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,False
681083,3159,F,25,15,15213,2020,5,968884126,Dangerous Liaisons (1988),Drama|Romance,False
655139,3067,F,25,0,02148,3877,2,970002652,Supergirl (1984),Action|Adventure|Fantasy,False
938653,594,F,56,13,60076,1605,3,975899673,Excess Baggage (1997),Adventure|Romance,False
910157,5096,M,25,11,75206,2670,3,962379556,"Run Silent, Run Deep (1958)",War,False
613578,4491,M,18,4,52405,2389,5,965007860,Psycho (1998),Crime|Horror|Thriller,False
542111,5765,M,25,11,44515,2968,3,958179836,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
355724,3870,M,25,17,95050,1393,5,965846375,Jerry Maguire (1996),Drama|Romance,False
423926,4535,M,18,19,17517,2054,3,964720400,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,False
801930,5220,M,25,7,91436,3370,2,961542405,Betrayed (1988),Drama|Thriller,False
503211,4484,F,25,17,94613,2863,4,965015591,"Hard Day's Night, A (1964)",Comedy|Musical,False
401956,166,M,18,4,92802,1060,4,977187239,Swingers (1996),Comedy|Drama,False
547137,2774,M,25,1,92103,2105,3,973098146,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,False
343963,3526,M,35,2,62263-3004,1806,2,966908401,Paulie (1998),Adventure|Children's|Comedy,False
47269,1044,M,25,20,72701,260,4,974965807,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
816404,780,M,25,17,91776,2565,5,975543427,"King and I, The (1956)",Musical,False
662972,531,F,18,14,22206,3397,4,978728980,"Great Muppet Caper, The (1981)",Children's|Comedy,False
328374,5305,F,18,4,95602,364,2,963893490,"Lion King, The (1994)",Animation|Children's|Musical,False
944447,1265,F,18,20,49321,3915,4,1000995213,Girlfight (2000),Drama,False
8686,4049,M,45,11,33133,1287,4,965497730,Ben-Hur (1959),Action|Adventure|Drama,False
288751,5278,F,25,7,55122,1653,4,963263510,Gattaca (1997),Drama|Sci-Fi|Thriller,False
696645,4085,F,25,6,79416,2836,2,965438837,Outside Providence (1999),Comedy,False
524665,1015,M,35,3,11220,3175,3,979452188,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
810242,5362,M,35,13,63130,946,2,960514532,To Be or Not to Be (1942),Comedy|Drama|War,False
124764,718,M,18,2,90211,2353,3,975575161,Enemy of the State (1998),Action|Thriller,False
994261,1865,F,18,1,94606,2128,5,1003799779,Safe Men (1998),Comedy,False
464058,1322,M,56,0,94043,904,4,974781342,Rear Window (1954),Mystery|Thriller,False
408963,3261,M,45,20,87505,2302,4,968938125,My Cousin Vinny (1992),Comedy,False
380420,1203,F,25,1,06417,1660,3,975174222,Eve's Bayou (1997),Drama,False
308432,1837,M,25,2,08817,1885,3,974838262,"Opposite of Sex, The (1998)",Comedy|Drama,False
478936,778,M,18,17,32694,2826,4,975436949,"13th Warrior, The (1999)",Action|Horror|Thriller,False
389822,1448,F,25,3,17522,1027,3,976553493,Robin Hood: Prince of Thieves (1991),Drama,False
435611,3260,M,25,4,44514,2137,4,968256924,Charlotte's Web (1973),Animation|Children's,False
449693,5738,M,25,12,55406,2657,4,958418242,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
332136,2383,F,25,14,95125,3524,4,974325095,Arthur (1981),Comedy|Romance,False
952228,1470,M,18,4,94118,3304,2,974836508,Blue Collar (1978),Crime|Drama,False
541313,1203,F,25,1,06417,2968,5,975272397,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
789662,5709,M,18,4,90024,471,4,961730912,"Hudsucker Proxy, The (1994)",Comedy|Romance,False
585702,5569,F,18,1,07666,3269,4,959544519,Forever Young (1992),Adventure|Romance|Sci-Fi,False
796250,3254,F,35,6,95843,947,4,968281594,My Man Godfrey (1936),Comedy,False
788262,5329,F,25,5,91773,3684,4,961011305,"Fabulous Baker Boys, The (1989)",Drama|Romance,False
271550,1552,M,45,20,10021,1923,4,974742630,There's Something About Mary (1998),Comedy,False
622907,1155,M,25,12,90278,2722,1,974866345,Deep Blue Sea (1999),Action|Sci-Fi|Thriller,False
534509,38,F,18,4,02215,543,3,978044808,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,False
771553,4979,M,35,2,55423,1298,1,962600989,Pink Floyd - The Wall (1982),Drama|Musical|War,False
97753,3833,M,25,1,68516,110,4,968440967,Braveheart (1995),Action|Drama|War,False
749077,4472,F,45,16,14424,3740,3,965064203,Big Trouble in Little China (1986),Action|Comedy,False
80089,746,F,18,19,95019,2126,2,975470794,Snake Eyes (1998),Action|Crime|Mystery|Thriller,False
887789,225,M,25,7,11215,1352,2,976912460,Albino Alligator (1996),Crime|Thriller,False
125482,5172,F,35,11,05602,2353,4,1027204597,Enemy of the State (1998),Action|Thriller,False
751406,1264,M,25,1,53711,125,4,974820508,Flirting With Disaster (1996),Comedy,False
584458,3823,M,56,7,93711,2528,4,965944975,Logan's Run (1976),Action|Adventure|Sci-Fi,False
781844,1835,M,25,19,11501,3584,3,974879616,Breathless (1983),Action|Drama|Romance|Thriller,False
76585,1300,M,1,10,97201,3578,4,974789191,Gladiator (2000),Action|Drama,False
58318,3533,M,25,2,55344,608,5,967502702,Fargo (1996),Crime|Drama|Thriller,False
921049,1383,F,25,7,19806,1099,4,974768888,"Christmas Carol, A (1938)",Drama,False
731939,3261,M,45,20,87505,3507,4,968937746,"Odd Couple, The (1968)",Comedy,False
792761,5428,F,25,6,28412,491,4,960081218,"Man Without a Face, The (1993)",Drama,False
846863,3589,F,45,0,80010,1603,1,966660583,Mimic (1997),Sci-Fi|Thriller,False
964770,5185,F,35,4,44485,3394,3,963402208,Blind Date (1987),Comedy|Romance,False
19800,2529,F,35,9,95903,3105,3,974058471,Awakenings (1990),Drama,False
658854,5317,F,25,0,02138,2145,5,960907951,Pretty in Pink (1986),Comedy|Drama|Romance,False
531556,3308,F,18,20,15701-1348,1073,5,967975121,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
955145,2153,M,18,16,97405,171,2,976931949,Jeffrey (1995),Comedy,False
725708,1676,M,18,4,91301,3243,3,974800074,Encino Man (1992),Comedy,False
694815,5639,F,18,4,62025,2160,3,958964201,Rosemary's Baby (1968),Horror|Thriller,False
179311,4112,M,45,18,47129,356,5,965367447,Forrest Gump (1994),Comedy|Romance|War,False
801212,702,M,35,7,90808,1224,5,975560956,Henry V (1989),Drama|War,False
382898,3473,F,35,16,02472,2686,5,967137022,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,False
207393,4285,M,35,0,62704,2617,5,965283153,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
442353,1201,M,18,4,84112-2004,2140,4,975208314,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,False
673079,5250,M,50,6,01545,1391,5,961358228,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,False
233606,4064,M,45,0,20851,2770,3,965480640,Bowfinger (1999),Comedy,False
710036,3182,M,25,12,12866,2134,2,968775228,Weird Science (1985),Comedy,False
51588,1712,M,25,0,73003,1207,4,980384741,To Kill a Mockingbird (1962),Drama,False
248378,3599,M,25,16,97378,6,4,968296914,Heat (1995),Action|Crime|Thriller,False
7883,5233,M,25,5,97213,1197,4,965342756,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
253929,5738,M,25,12,55406,3081,3,958416386,Sleepy Hollow (1999),Horror|Romance,False
187754,1776,M,25,0,45801,1431,3,974706215,Beverly Hills Ninja (1997),Action|Comedy,False
159457,3603,F,35,7,78704,349,3,966619651,Clear and Present Danger (1994),Action|Adventure|Thriller,False
52252,6016,M,45,1,37209,1207,3,956957641,To Kill a Mockingbird (1962),Drama,False
379881,1584,M,25,19,45701,555,3,974965858,True Romance (1993),Action|Crime|Romance,False
271742,2323,M,35,3,13088,1923,5,974487741,There's Something About Mary (1998),Comedy,False
581595,4049,M,45,11,33133,2414,3,965498107,Young Sherlock Holmes (1985),Action|Adventure|Mystery,False
935525,2841,M,50,12,98056,3118,4,983745773,Tumbleweeds (1999),Drama,False
411206,3558,M,18,17,66044,3253,5,966803816,Wayne's World (1992),Comedy,False
283364,2060,M,1,1,48304,1500,3,974680699,Grosse Pointe Blank (1997),Comedy|Crime,False
571781,5888,M,25,20,64114,2539,4,957481136,Analyze This (1999),Comedy,False
974319,5184,M,18,20,67212,2587,3,965111286,Life (1999),Comedy,False
650029,3646,M,35,20,98106,1748,5,966468196,Dark City (1998),Film-Noir|Sci-Fi|Thriller,False
845835,4258,M,25,17,19711,3480,4,1038333409,Lucas (1986),Drama,False
902513,3012,M,25,12,78660,2038,1,998071954,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi,False
765335,934,F,35,7,97401,3360,4,992384652,Hoosiers (1986),Drama,False
144222,302,M,18,4,04901,2396,4,976505078,Shakespeare in Love (1998),Comedy|Romance,False
59792,3380,M,50,0,20815,1246,4,967674907,Dead Poets Society (1989),Drama,False
219552,1030,M,25,7,97303,1387,4,974999669,Jaws (1975),Action|Horror,False
837250,5646,M,18,4,96744,3467,1,958874621,Hud (1963),Drama|Western,False
722157,3420,F,25,7,48105,3210,5,989596989,Fast Times at Ridgemont High (1982),Comedy,False
564960,1015,M,35,3,11220,342,4,979452077,Muriel's Wedding (1994),Comedy|Romance,False
242139,3491,M,25,16,28542,296,5,967070510,Pulp Fiction (1994),Crime|Drama,False
527473,1362,M,35,12,75069,2011,2,975206301,Back to the Future Part II (1989),Comedy|Sci-Fi,False
964800,639,M,45,17,85202,1008,4,975810741,"Davy Crockett, King of the Wild Frontier (1955)",Western,False
270653,1579,M,25,0,60201,1921,4,980461200,Pi (1998),Sci-Fi|Thriller,False
206562,4979,M,35,2,55423,3168,4,962604075,Easy Rider (1969),Adventure|Drama,False
23039,3031,M,18,4,48135,720,4,970354919,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,False
48348,3283,M,35,16,66208,260,5,968121461,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
739103,3112,M,18,12,98133,3618,4,969478021,Small Time Crooks (2000),Comedy,False
679119,6036,F,25,15,32603,2019,5,956710703,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,False
905686,6036,F,25,15,32603,695,4,956712412,True Crime (1995),Mystery|Thriller,False
983410,5139,M,50,16,12866,2307,1,962060996,One Tough Cop (1998),Action|Drama,False
852372,4227,M,25,19,11414-2520,1620,3,965320082,Kiss the Girls (1997),Crime|Drama|Thriller,False
237278,5312,M,25,1,10463,509,3,960923946,"Piano, The (1993)",Drama|Romance,False
220698,4961,M,25,7,46220,1387,3,962635297,Jaws (1975),Action|Horror,False
338865,5367,M,18,4,55344,1947,3,960510643,West Side Story (1961),Musical|Romance,False
855044,3992,M,25,4,32653,2524,3,966570564,"Towering Inferno, The (1974)",Action|Drama,False
297977,5957,M,18,20,02038,1089,5,957074800,Reservoir Dogs (1992),Crime|Thriller,False
461219,4411,M,18,4,92122,2161,5,970366961,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
259415,2119,M,35,4,10036,2716,4,974996927,Ghostbusters (1984),Comedy|Horror,False
654668,4381,M,25,4,65804,222,5,965266898,Circle of Friends (1995),Drama|Romance,False
596626,5219,M,18,4,94706,748,2,961543140,"Arrival, The (1996)",Action|Sci-Fi|Thriller,False
689427,3001,M,18,4,94704,1258,5,970616708,"Shining, The (1980)",Horror,False
17636,2685,M,45,7,02116,2791,2,973375895,Airplane! (1980),Comedy,False
865918,4708,M,25,0,60647,1914,5,963517645,Smoke Signals (1998),Comedy|Drama,False
797154,5359,M,18,16,27705,955,3,969479407,Bringing Up Baby (1938),Comedy,False
208873,887,F,56,16,55345,2871,3,975259246,Deliverance (1972),Adventure|Thriller,False
929825,5361,F,50,16,92026,362,4,960520189,"Jungle Book, The (1994)",Adventure|Children's|Romance,False
347126,5824,M,18,12,18052,1380,4,957970309,Grease (1978),Comedy|Musical|Romance,False
402363,3172,M,18,12,55408,1060,4,968792566,Swingers (1996),Comedy|Drama,False
527053,2537,M,35,11,37620,971,3,974054524,Cat on a Hot Tin Roof (1958),Drama,False
970242,3475,M,25,14,33133,523,3,998251167,Ruby in Paradise (1993),Drama,False
799946,5466,M,25,12,98033,928,5,959898905,Rebecca (1940),Romance|Thriller,False
845977,549,M,25,6,53217,3706,5,976116432,Angel Heart (1987),Film-Noir|Mystery|Thriller,False
720811,949,M,50,17,96753,799,3,975225151,"Frighteners, The (1996)",Comedy|Horror,False
114067,302,M,18,4,04901,1408,2,976505392,"Last of the Mohicans, The (1992)",Action|Romance|War,False
304485,3240,M,18,4,55403,2395,5,968349910,Rushmore (1998),Comedy,False
864501,5452,M,35,6,10011,1821,4,959934906,"Object of My Affection, The (1998)",Comedy|Romance,False
725290,1778,M,18,4,94704,65,2,976178533,Bio-Dome (1996),Comedy,False
427023,2225,M,25,5,96815,1257,2,974678005,Better Off Dead... (1985),Comedy,False
313409,4715,M,25,2,97205,497,4,963507935,Much Ado About Nothing (1993),Comedy|Romance,False
14097,1426,M,18,14,94070,2398,4,975441539,Miracle on 34th Street (1947),Drama,False
385857,2038,F,45,1,33301,2324,4,974670131,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,False
944577,5054,M,35,2,20818,2285,2,994525432,If.... (1968),Drama,False
170338,3651,M,25,14,98103,2002,1,966457511,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,False
260882,202,M,18,4,53706,1485,3,976940368,Liar Liar (1997),Comedy,False
11904,3159,F,25,15,15213,919,4,968881901,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
71452,1501,M,25,11,75801,1210,4,974930113,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
608990,963,M,25,0,48197,1625,4,975119945,"Game, The (1997)",Mystery|Thriller,False
505378,25,M,18,4,01609,1129,4,978132234,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,False
68828,1680,M,25,20,95380,2916,2,974838799,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
339888,3860,M,45,17,44129,266,4,965860869,Legends of the Fall (1994),Drama|Romance|War|Western,False
421382,1950,M,25,12,49024,1320,3,974692220,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,False
953718,5675,M,35,14,30030,2749,3,966874189,"Morning After, The (1986)",Drama|Mystery,False
100989,1780,M,35,1,22181,3471,5,974704956,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
18834,5256,M,25,16,30269,2687,3,961272884,Tarzan (1999),Animation|Children's,False
32632,5762,F,35,6,55125,1721,5,958221395,Titanic (1997),Drama|Romance,False
589740,5107,F,45,0,08081,2243,4,962336439,Broadcast News (1987),Comedy|Drama|Romance,False
431459,2996,M,18,0,63011,3439,2,972618212,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy,False
861662,3687,F,50,1,62221,1952,5,966319497,Midnight Cowboy (1969),Drama,False
14695,1306,M,25,3,64068,2918,5,1024217667,Ferris Bueller's Day Off (1986),Comedy,False
921624,4478,M,1,12,02138,3007,3,965052824,American Movie (1999),Documentary,False
